taxonomy,slug,name,parent_slug
city,hersonska-obl-skadovskij-r-n-s-krugloozerka,"Херсонська обл., Скадовський р-н, с. Круглоозерка",
city,hersonska-obl-skadovskij-r-n-s-mala-kardashinka,"Херсонська обл., Скадовський р-н, с. Мала Кардашинка",
city,hersonska-obl-skadovskij-r-n-s-mali-kopani,"Херсонська обл., Скадовський р-н, с. Малі Копані",
city,hersonska-obl-skadovskij-r-n-s-nova-zburyivka,"Херсонська обл., Скадовський р-н, с. Нова Збур’ївка",
city,hersonska-obl-skadovskij-r-n-s-novomikolayivka,"Херсонська обл., Скадовський р-н, с. Новомиколаївка",
city,hersonska-obl-skadovskij-r-n-s-novosofiyivka,"Херсонська обл., Скадовський р-н, с. Новософіївка",
city,hersonska-obl-skadovskij-r-n-s-novofedorivka,"Херсонська обл., Скадовський р-н, с. Новофедорівка",
city,hersonska-obl-skadovskij-r-n-s-oleksandrivka,"Херсонська обл., Скадовський р-н, с. Олександрівка",
city,hersonska-obl-skadovskij-r-n-s-oleksiyivka,"Херсонська обл., Скадовський р-н, с. Олексіївка",
city,hersonska-obl-skadovskij-r-n-s-preobrazhenka,"Херсонська обл., Скадовський р-н, с. Преображенка",
city,hersonska-obl-skadovskij-r-n-s-primorske,"Херсонська обл., Скадовський р-н, с. Приморське",
city,hersonska-obl-skadovskij-r-n-s-tavrijske,"Херсонська обл., Скадовський р-н, с. Таврійське",
city,hersonska-obl-skadovskij-r-n-s-ulyanivka,"Херсонська обл., Скадовський р-н, с. Улянівка",
city,hersonska-obl-skadovskij-r-n-smt-kalanchak,"Херсонська обл., Скадовський р-н, смт. Каланчак",
city,hersonska-obl-skadovskij-r-n-smt-mirne,"Херсонська обл., Скадовський р-н, смт. Мирне",
city,hersonska-obl-hersonskij-r-n-m-oleshki,"Херсонська обл., Херсонський р-н, м. Олешки",
city,hersonska-obl-hersonskij-r-n-s-shhe-dniprovske,"Херсонська обл., Херсонський р-н, с-ще Дніпровське",
city,hersonska-obl-hersonskij-r-n-s-shhe-mirolyubivka,"Херсонська обл., Херсонський р-н, с-ще Миролюбівка",
city,hersonska-obl-hersonskij-r-n-s-shhe-yuvilejne,"Херсонська обл., Херсонський р-н, с-ще Ювілейне",
city,hersonska-obl-hersonskij-r-n-s-daryivka,"Херсонська обл., Херсонський р-н, с. Дар’ївка",
city,hersonska-obl-hersonskij-r-n-s-klini,"Херсонська обл., Херсонський р-н, с. Клини",
city,hersonska-obl-hersonskij-r-n-s-oleksandrivka,"Херсонська обл., Херсонський р-н, с. Олександрівка",
city,hersonska-obl-hersonskij-r-n-s-posad-pokrovske,"Херсонська обл., Херсонський р-н, с. Посад-Покровське",
city,hersonska-obl-hersonskij-r-n-s-stanislav,"Херсонська обл., Херсонський р-н, с. Станіслав",
city,hersonska-obl-hersonskij-r-n-s-tarasivka,"Херсонська обл., Херсонський р-н, с. Тарасівка",
city,hersonska-obl-hersonskij-r-n-s-tokarivka,"Херсонська обл., Херсонський р-н, с. Токарівка",
city,hersonska-obl-hersonskij-r-n-s-chornobayivka,"Херсонська обл., Херсонський р-н, с. Чорнобаївка",
city,hersonska-obl-hersonskij-r-n-smt-bilozerka,"Херсонська обл., Херсонський р-н, смт. Білозерка",
city,hersonska-obl-hersonskij-r-n-smt-brilivka,"Херсонська обл., Херсонський р-н, смт. Брилівка",
city,hersonska-obl-hersonskij-r-n-smt-nova-mayachka,"Херсонська обл., Херсонський р-н, смт. Нова Маячка",
city,hersonska-obl-chaplinskij-r-n-s-nadezhdivka,"Херсонська обл., Чаплинський р-н, с. Надеждівка",
city,hersonska-obl-chaplinskij-r-n-s-pershokostyantinivka,"Херсонська обл., Чаплинський р-н, с. Першокостянтинівка",
city,hersonska-obl-chaplinskij-r-n-s-skadovka,"Херсонська обл., Чаплинський р-н, с. Скадовка",
direction,himiya-bioinzheneriya,Химия биоинженерия,
city,hmelniczka-obl-volochiskij-r-n-s-krivachinczi,"Хмельницька обл., Волочиський р-н, с. Кривачинці",
city,hmelniczka-obl-volochiskij-r-n-s-lonki,"Хмельницька обл., Волочиський р-н, с. Лонки",
city,hmelniczka-obl-volochiskij-r-n-smt-narkevichi,"Хмельницька обл., Волочиський р-н, смт. Наркевичі",
city,hmelniczka-obl-dunaєveczkij-r-n-m-dunayivczi,"Хмельницька обл., Дунаєвецький р-н, м. Дунаївці",
city,hmelniczka-obl-dunaєveczkij-r-n-s-antonivka,"Хмельницька обл., Дунаєвецький р-н, с. Антонівка",
city,hmelniczka-obl-dunaєveczkij-r-n-s-balin,"Хмельницька обл., Дунаєвецький р-н, с. Балин",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-m-dunayivczi,"Хмельницька обл., Кам’янець-Подільський р-н, м. Дунаївці",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-shhe-dunayivczi,"Хмельницька обл., Кам’янець-Подільський р-н, с-ще Дунаївці",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-shhe-sahkamin,"Хмельницька обл., Кам’янець-Подільський р-н, с-ще Сахкамінь",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-shhe-chemerivczi,"Хмельницька обл., Кам’янець-Подільський р-н, с-ще Чемерівці",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-gumenczi,"Хмельницька обл., Кам’янець-Подільський р-н, с. Гуменці",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-zeleni-kurilivczi,"Хмельницька обл., Кам’янець-Подільський р-н, с. Зелені Курилівці",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-kamyanka,"Хмельницька обл., Кам’янець-Подільський р-н, с. Кам’янка",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-s-orinin,"Хмельницька обл., Кам’янець-Подільський р-н, с. Оринин",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-smt-dunayivczi,"Хмельницька обл., Кам’янець-Подільський р-н, смт. Дунаївці",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-smt-zakupne,"Хмельницька обл., Кам’янець-Подільський р-н, смт. Закупне",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-smt-nova-ushiczya,"Хмельницька обл., Кам’янець-Подільський р-н, смт. Нова Ушиця",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-smt-stara-ushiczya,"Хмельницька обл., Кам’янець-Подільський р-н, смт. Стара Ушиця",
city,hmelniczka-obl-kamyanecz-podilskij-r-n-smt-chemerivczi,"Хмельницька обл., Кам’янець-Подільський р-н, смт. Чемерівці",
city,hmelniczka-obl-letichivskij-r-n-smt-letichiv,"Хмельницька обл., Летичівський р-н, смт. Летичів",
city,hmelniczka-obl-m-vinkivczi,"Хмельницька обл., м. Віньківці",
city,hmelniczka-obl-m-kamyanecz-podilskij,"Хмельницька обл., м. Кам’янець-Подільський",
city,hmelniczka-obl-m-netishin,"Хмельницька обл., м. Нетішин",
city,hmelniczka-obl-m-slavuta,"Хмельницька обл., м. Славута",
city,hmelniczka-obl-m-starokostyantiniv,"Хмельницька обл., м. Старокостянтинів",
city,hmelniczka-obl-m-starokostyantiniv-31100-hmelniczka-obl-m-starokostyantiniv,"Хмельницька обл., м. Старокостянтинів, 31100 Хмельницька Обл., М. Старокостянтинів",
city,hmelniczka-obl-m-starokostyantiniv-31100-hmelniczka-obl-m-starokostyantiniv-vul-gorkogo-13,"Хмельницька обл., м. Старокостянтинів, 31100 ХМЕЛЬНИЦЬКА ОБЛ., М. СТАРОКОСТЯНТИНІВ, ВУЛ. ГОРЬКОГО, 13",
city,hmelniczka-obl-m-shepetivka,"Хмельницька обл., м. Шепетівка",
city,hmelniczka-obl-m-yarmolinczi,"Хмельницька обл., м. Ярмолинці",
city,hmelniczka-obl-novoushiczkij-r-n-s-zamihiv,"Хмельницька обл., Новоушицький р-н, с. Заміхів",
city,hmelniczka-obl-polonskij-r-n-m-polonne-30500-hmelniczka-obl-polonskij-r-n-m-polonne,"Хмельницька обл., Полонський р-н, м. Полонне, 30500 ХМЕЛЬНИЦЬКА ОБЛ., ПОЛОНСЬКИЙ Р-Н, М. ПОЛОННЕ",
city,hmelniczka-obl-polonskij-r-n-m-polonne-30500-hmelniczka-obl-polonskij-r-n-m-polonne-vul-lesi-ukrayinki-124,"Хмельницька обл., Полонський р-н, м. Полонне, 30500 ХМЕЛЬНИЦЬКА ОБЛ., ПОЛОНСЬКИЙ Р-Н, М. ПОЛОННЕ, ВУЛ. ЛЕСІ УКРАЇНКИ, 124",
city,hmelniczka-obl-polonskij-r-n-s-bileczke,"Хмельницька обл., Полонський р-н, с. Білецьке",
city,hmelniczka-obl-polonskij-r-n-s-vorobiyivka,"Хмельницька обл., Полонський р-н, с. Воробіївка",
city,hmelniczka-obl-polonskij-r-n-s-kustivczi-30542-hmelniczka-obl-polonskij-r-n-s-kustivczi,"Хмельницька обл., Полонський р-н, с. Кустівці, 30542 ХМЕЛЬНИЦЬКА обл., ПОЛОНСЬКИЙ Р-Н, С. КУСТІВЦІ",
city,hmelniczka-obl-polonskij-r-n-s-novoseliczya,"Хмельницька обл., Полонський р-н, с. Новоселиця",
city,hmelniczka-obl-polonskij-r-n-smt-poninka-30511-hmelniczka-obl-polonskij-r-n-smt-poninka-vul-peremogi,"Хмельницька обл., Полонський р-н, смт. Понінка, 30511 ХМЕЛЬНИЦЬКА обл., ПОЛОНСЬКИЙ Р-Н, СМТ ПОНІНКА, ВУЛ. ПЕРЕМОГИ",
city,hmelniczka-obl-slavutskij-r-n-s-minkivczi,"Хмельницька обл., Славутський р-н, с. Миньківці",
city,hmelniczka-obl-slavutskij-r-n-s-romanini,"Хмельницька обл., Славутський р-н, с. Романіни",
city,hmelniczka-obl-starokostyantinivskij-r-n-s-starij-ostropil-31146-hmelniczka-obl-starokostyantinivskij-r-n-s-starij-ostropil,"Хмельницька обл., Старокостянтинівський р-н, с. Старий Остропіль, 31146 ХМЕЛЬНИЦЬКА обл., СТАРОКОСТЯНТИНІВСЬКИЙ Р-Н, С. СТАРИЙ ОСТРОПІЛЬ",
city,hmelniczka-obl-starosinyavskij-r-n-s-adampil-31416-hmelniczka-obl-starosinyavskij-r-n-s-adampil,"Хмельницька обл., Старосинявський р-н, с. Адампіль, 31416 ХМЕЛЬНИЦЬКА обл., СТАРОСИНЯВСЬКИЙ Р-Н, С. АДАМПІЛЬ",
city,hmelniczka-obl-starosinyavskij-r-n-s-pasichna-31414-hmelniczka-obl-starosinyavskij-r-n-s-pasichna,"Хмельницька обл., Старосинявський р-н, с. Пасічна, 31414 ХМЕЛЬНИЦЬКА обл., СТАРОСИНЯВСЬКИЙ Р-Н, С. ПАСІЧНА",
city,hmelniczka-obl-starosinyavskij-r-n-s-pilyava-31421-hmelniczka-obl-starosinyavskij-r-n-s-pilyava,"Хмельницька обл., Старосинявський р-н, с. Пилява, 31421 ХМЕЛЬНИЦЬКА обл., СТАРОСИНЯВСЬКИЙ Р-Н, С. ПИЛЯВА",
city,hmelniczka-obl-starosinyavskij-r-n-smt-stara-sinyava-31400-hmelniczka-obl-starosinyavskij-r-n-smt-stara-sinyava,"Хмельницька обл., Старосинявський р-н, смт. Стара Синява, 31400 Хмельницька Обл., Старосинявський Р-н, Смт Стара Синява",
city,hmelniczka-obl-hmelniczkij-r-n-m-volochisk,"Хмельницька обл., Хмельницький р-н, м. Волочиськ",
city,hmelniczka-obl-hmelniczkij-r-n-m-gorodok,"Хмельницька обл., Хмельницький р-н, м. Городок",
city,hmelniczka-obl-hmelniczkij-r-n-m-derazhnya,"Хмельницька обл., Хмельницький р-н, м. Деражня",
city,hmelniczka-obl-hmelniczkij-r-n-m-krasiliv,"Хмельницька обл., Хмельницький р-н, м. Красилів",
city,hmelniczka-obl-hmelniczkij-r-n-s-shhe-bogdanivczi,"Хмельницька обл., Хмельницький р-н, с-ще Богданівці",
city,hmelniczka-obl-hmelniczkij-r-n-s-voronkivczi,"Хмельницька обл., Хмельницький р-н, с. Воронківці",
city,hmelniczka-obl-hmelniczkij-r-n-s-gvardijske,"Хмельницька обл., Хмельницький р-н, с. Гвардійське",
city,hmelniczka-obl-hmelniczkij-r-n-s-zasluchne,"Хмельницька обл., Хмельницький р-н, с. Заслучне",
city,hmelniczka-obl-hmelniczkij-r-n-s-zoryane,"Хмельницька обл., Хмельницький р-н, с. Зоряне",
city,hmelniczka-obl-hmelniczkij-r-n-s-zyankivczi,"Хмельницька обл., Хмельницький р-н, с. Зяньківці",
city,hmelniczka-obl-hmelniczkij-r-n-s-karizhin,"Хмельницька обл., Хмельницький р-н, с. Карижин",
city,hmelniczka-obl-hmelniczkij-r-n-s-kopistin,"Хмельницька обл., Хмельницький р-н, с. Копистин",
city,hmelniczka-obl-hmelniczkij-r-n-s-kremenchuki,"Хмельницька обл., Хмельницький р-н, с. Кременчуки",
city,hmelniczka-obl-hmelniczkij-r-n-s-kuzmin,"Хмельницька обл., Хмельницький р-н, с. Кузьмин",
city,hmelniczka-obl-hmelniczkij-r-n-s-kumaniv,"Хмельницька обл., Хмельницький р-н, с. Куманів",
city,hmelniczka-obl-hmelniczkij-r-n-s-kupil,"Хмельницька обл., Хмельницький р-н, с. Купіль",
city,hmelniczka-obl-hmelniczkij-r-n-s-lisovi-grinivczi,"Хмельницька обл., Хмельницький р-н, с. Лісові Гринівці",
city,hmelniczka-obl-hmelniczkij-r-n-s-lisovodi,"Хмельницька обл., Хмельницький р-н, с. Лісоводи",
city,hmelniczka-obl-hmelniczkij-r-n-s-lyapinczi,"Хмельницька обл., Хмельницький р-н, с. Ляпинці",
city,hmelniczka-obl-hmelniczkij-r-n-s-maczkivczi,"Хмельницька обл., Хмельницький р-н, с. Мацьківці",
city,hmelniczka-obl-hmelniczkij-r-n-s-maczkivczi-31336-hmelniczka-obl-hmelniczkij-r-n-s-maczkivczi,"Хмельницька обл., Хмельницький р-н, с. Мацьківці, 31336 ХМЕЛЬНИЦЬКА ОБЛ., ХМЕЛЬНИЦЬКИЙ Р-Н, С. МАЦЬКІВЦІ",
city,hmelniczka-obl-hmelniczkij-r-n-s-nizhnє,"Хмельницька обл., Хмельницький р-н, с. Нижнє",
city,hmelniczka-obl-hmelniczkij-r-n-s-oleshin,"Хмельницька обл., Хмельницький р-н, с. Олешин",
city,hmelniczka-obl-hmelniczkij-r-n-s-pilipi-oleksandrivski,"Хмельницька обл., Хмельницький р-н, с. Пилипи-Олександрівські",
city,hmelniczka-obl-hmelniczkij-r-n-s-pirogivczi,"Хмельницька обл., Хмельницький р-н, с. Пирогівці",
city,hmelniczka-obl-hmelniczkij-r-n-s-rozsosha,"Хмельницька обл., Хмельницький р-н, с. Розсоша",
city,hmelniczka-obl-hmelniczkij-r-n-s-slobidka-ohrimoveczka,"Хмельницька обл., Хмельницький р-н, с. Слобідка-Охрімовецька",
city,hmelniczka-obl-hmelniczkij-r-n-s-sharivka,"Хмельницька обл., Хмельницький р-н, с. Шарівка",
city,hmelniczka-obl-hmelniczkij-r-n-s-sharovechka,"Хмельницька обл., Хмельницький р-н, с. Шаровечка",
city,hmelniczka-obl-hmelniczkij-r-n-s-yuhimivczi,"Хмельницька обл., Хмельницький р-н, с. Юхимівці",
city,hmelniczka-obl-hmelniczkij-r-n-silrada-stufchineczka-masiv-stufchinczi-1-proyizd-selekczijnij-1,"Хмельницька обл., Хмельницький р-н, сільрада Стуфчинецька, МАСИВ ”СТУФЧИНЦІ-1”, ПРОЇЗД СЕЛЕКЦІЙНИЙ, 1",
city,hmelniczka-obl-hmelniczkij-r-n-smt-antonini,"Хмельницька обл., Хмельницький р-н, смт. Антоніни",
city,hmelniczka-obl-hmelniczkij-r-n-smt-vijtivczi,"Хмельницька обл., Хмельницький р-н, смт. Війтівці",
city,hmelniczka-obl-hmelniczkij-r-n-smt-vinkivczi,"Хмельницька обл., Хмельницький р-н, смт. Віньківці",
city,hmelniczka-obl-hmelniczkij-r-n-smt-letichiv,"Хмельницька обл., Хмельницький р-н, смт. Летичів",
city,hmelniczka-obl-hmelniczkij-r-n-smt-lozove,"Хмельницька обл., Хмельницький р-н, смт. Лозове",
city,hmelniczka-obl-hmelniczkij-r-n-smt-medzhibizh,"Хмельницька обл., Хмельницький р-н, смт. Меджибіж",
city,hmelniczka-obl-hmelniczkij-r-n-smt-sataniv,"Хмельницька обл., Хмельницький р-н, смт. Сатанів",
city,hmelniczka-obl-hmelniczkij-r-n-smt-stara-sinyava,"Хмельницька обл., Хмельницький р-н, смт. Стара Синява",
city,hmelniczka-obl-hmelniczkij-r-n-smt-teofipol,"Хмельницька обл., Хмельницький р-н, смт. Теофіполь",
city,hmelniczka-obl-hmelniczkij-r-n-smt-chornij-ostriv,"Хмельницька обл., Хмельницький р-н, смт. Чорний Острів",
city,hmelniczka-obl-hmelniczkij-r-n-smt-chornij-ostriv-31310-hmelniczka-obl-hmelniczkij-r-n-smt-chornij-ostriv,"Хмельницька обл., Хмельницький р-н, смт. Чорний Острів, 31310 Хмельницька Обл., Хмельницький Р-н, Смт Чорний Острів",
city,hmelniczka-obl-hmelniczkij-r-n-smt-yarmolinczi,"Хмельницька обл., Хмельницький р-н, смт. Ярмолинці",
city,hmelniczka-obl-chemeroveczkij-r-n-s-zarichanka-31652-hmelniczka-obl-chemeroveczkij-r-n-s-zarichanka,"Хмельницька обл., Чемеровецький р-н, с. Зарічанка, 31652 Хмельницька Обл., Чемеровецький Р-н, С. Зарічанка",
city,hmelniczka-obl-chemeroveczkij-r-n-smt-chemerivczi-31633-hmelniczka-obl-chemeroveczkij-r-n-smt-chemerivczi,"Хмельницька обл., Чемеровецький р-н, смт. Чемерівці, 31633 Хмельницька Обл., Чемеровецький Р-н, Смт Чемерівці",
city,hmelniczka-obl-shepetivskij-r-n-m-izyaslav,"Хмельницька обл., Шепетівський р-н, м. Ізяслав",
city,hmelniczka-obl-shepetivskij-r-n-m-polonne,"Хмельницька обл., Шепетівський р-н, м. Полонне",
city,hmelniczka-obl-shepetivskij-r-n-s-berezdiv,"Хмельницька обл., Шепетівський р-н, с. Берездів",
city,hmelniczka-obl-shepetivskij-r-n-s-burtin,"Хмельницька обл., Шепетівський р-н, с. Буртин",
city,hmelniczka-obl-shepetivskij-r-n-s-gannopil,"Хмельницька обл., Шепетівський р-н, с. Ганнопіль",
city,hmelniczka-obl-shepetivskij-r-n-s-krupecz,"Хмельницька обл., Шепетівський р-н, с. Крупець",
city,hmelniczka-obl-shepetivskij-r-n-s-myakoti,"Хмельницька обл., Шепетівський р-н, с. М’якоти",
city,hmelniczka-obl-shepetivskij-r-n-s-mihajlyuchka,"Хмельницька обл., Шепетівський р-н, с. Михайлючка",
city,hmelniczka-obl-shepetivskij-r-n-s-plesna,"Хмельницька обл., Шепетівський р-н, с. Плесна",
city,hmelniczka-obl-shepetivskij-r-n-s-pluzhne,"Хмельницька обл., Шепетівський р-н, с. Плужне",
city,hmelniczka-obl-shepetivskij-r-n-s-rudnya-novenka,"Хмельницька обл., Шепетівський р-н, с. Рудня-Новенька",
city,hmelniczka-obl-shepetivskij-r-n-s-strigani,"Хмельницька обл., Шепетівський р-н, с. Стригани",
city,hmelniczka-obl-shepetivskij-r-n-s-sudilkiv,"Хмельницька обл., Шепетівський р-н, с. Судилків",
city,hmelniczka-obl-shepetivskij-r-n-s-chotirboki,"Хмельницька обл., Шепетівський р-н, с. Чотирбоки",
city,hmelniczka-obl-shepetivskij-r-n-smt-bilogirya,"Хмельницька обл., Шепетівський р-н, смт. Білогір’я",
city,hmelniczka-obl-shepetivskij-r-n-smt-poninka,"Хмельницька обл., Шепетівський р-н, смт. Понінка",
city,hmelniczka-obl-shepetivskij-r-n-smt-yampil,"Хмельницька обл., Шепетівський р-н, смт. Ямпіль",
city,hmelniczka-obl-yarmolineczkij-r-n-s-proskurivka,"Хмельницька обл., Ярмолинецький р-н, с. Проскурівка",
city,hmelniczkij,Хмельницький,
city,hmelniczkij-proyizd-panasa-mirnogo-5,"Хмельницький, проїзд Панаса Мирного, 5",
section,holodne-volochinnya-drotu,Холодне волочіння дроту,
section,holodne-volochinnya-prutkiv-i-profiliv,Холодне волочіння прутків і профілів,
section,holodne-shtampuvannya-ta-gnuttya,Холодне штампування та гнуття,
section,holodnij-prokat-vuzkoyi-smugi,Холодний прокат вузької смуги,
direction,horeografiya,Хореография,
section,hudozhestvennaya-gimnastika-shkola-tanczev,Художественная гимнастика; Школа танцев,
section,czentr-rannego-razvitiya,Центр раннего развития,
section,czentr-rannego-razvitiya-detskij-sad,Центр раннего развития; Детский сад,
section,czentr-rannego-razvitiya-detskij-sad-repetitor-yazykovaya-shkola,Центр раннего развития; Детский сад; Репетитор; Языковая школа,
section,czentr-rannego-razvitiya-letnij-lager,Центр раннего развития; Летний лагерь,
section,czentr-rannego-razvitiya-obrazovatelnyj-czentr,Центр раннего развития; Образовательный центр,
section,czentr-rannego-razvitiya-obrazovatelnyj-czentr-hudozhestvennaya-gimnastika-shkola-tanczev-repetitor,Центр раннего развития; Образовательный центр; Художественная гимнастика; Школа танцев; Репетитор,
section,czentr-rannego-razvitiya-obrazovatelnyj-czentr-shahmatnyj-klub,Центр раннего развития; Образовательный центр; Шахматный клуб,
section,czentr-rannego-razvitiya-obrazovatelnyj-czentr-yazykovaya-shkola,Центр раннего развития; Образовательный центр; Языковая школа,
section,czentr-rannego-razvitiya-repetitor-logoped-obrazovatelnyj-czentr-shkola-tanczev,Центр раннего развития; Репетитор; Логопед; Образовательный центр; Школа танцев,
section,czentr-rannego-razvitiya-chastnyj-detskij-sad,Центр раннего развития; Частный детский сад,
section,czentr-rannego-razvitiya-chastnyj-detskij-sad-yazykovaya-shkola,Центр раннего развития; Частный детский сад; Языковая школа,
section,czentr-rannego-razvitiya-yazykovaya-shkola,Центр раннего развития; Языковая школа,
section,czentr-rannego-razvitiya-yazykovaya-shkola-muzykalnaya-shkola,Центр раннего развития; Языковая школа; Музыкальная школа,
section,czentr-rannego-razvitiya-yazykovaya-shkola-sportivnyj-klub,Центр раннего развития; Языковая школа; Спортивный клуб,
section,czentr-rannego-razvitiya-yazykovaya-shkola-studiya-tancza,Центр раннего развития; Языковая школа; Студия танца,
section,czentr-rannego-razvitiya-yazykovaya-shkola-shkola-tanczev,Центр раннего развития; Языковая школа; Школа танцев,
section,chastnaya-shkola,Частная школа,
section,chastnaya-shkola-gimnaziya,Частная школа; Гимназия,
section,chastnaya-shkola-czentr-rannego-razvitiya,Частная школа; Центр раннего развития,
section,chastnaya-shkola-chastnyj-detskij-sad,Частная школа; Частный детский сад,
section,chastnyj-detskij-sad,Частный детский сад,
section,chastnyj-detskij-sad-detskij-sad-czentr-rannego-razvitiya,Частный детский сад; Детский сад; Центр раннего развития,
section,chastnyj-detskij-sad-obrazovatelnyj-czentr,Частный детский сад; Образовательный центр,
section,chastnyj-detskij-sad-czentr-rannego-razvitiya,Частный детский сад; Центр раннего развития,
section,chastnyj-detskij-sad-czentr-rannego-razvitiya-shkola-tanczev,Частный детский сад; Центр раннего развития; Школа танцев,
city,chelyabinsk,Челябинск,
city,cherkasi,Черкаси,
city,cherkasi-a-s-37,"Черкаси, а/с 37",
city,cherkaska-obl-zhashkivskij-r-n-s-litvinivka,"Черкаська обл., Жашківський р-н, с. Литвинівка",
city,cherkaska-obl-zvenigorodskij-r-n-m-bagacheve,"Черкаська обл., Звенигородський р-н, м. Багачеве",
city,cherkaska-obl-zvenigorodskij-r-n-m-zvenigorodka,"Черкаська обл., Звенигородський р-н, м. Звенигородка",
city,cherkaska-obl-zvenigorodskij-r-n-m-talne,"Черкаська обл., Звенигородський р-н, м. Тальне",
city,cherkaska-obl-zvenigorodskij-r-n-m-shpola,"Черкаська обл., Звенигородський р-н, м. Шпола",
city,cherkaska-obl-zvenigorodskij-r-n-s-shhe-kalinopil,"Черкаська обл., Звенигородський р-н, с-ще Калинопіль",
city,cherkaska-obl-zvenigorodskij-r-n-s-shhe-novomajdaneczke,"Черкаська обл., Звенигородський р-н, с-ще Новомайданецьке",
city,cherkaska-obl-zvenigorodskij-r-n-s-bilashki,"Черкаська обл., Звенигородський р-н, с. Білашки",
city,cherkaska-obl-zvenigorodskij-r-n-s-gulyajpole,"Черкаська обл., Звенигородський р-н, с. Гуляйполе",
city,cherkaska-obl-zvenigorodskij-r-n-s-dashukivka,"Черкаська обл., Звенигородський р-н, с. Дашуківка",
city,cherkaska-obl-zvenigorodskij-r-n-s-iskrene,"Черкаська обл., Звенигородський р-н, с. Іскрене",
city,cherkaska-obl-zvenigorodskij-r-n-s-knyazha,"Черкаська обл., Звенигородський р-н, с. Княжа",
city,cherkaska-obl-zvenigorodskij-r-n-s-kozaczke,"Черкаська обл., Звенигородський р-н, с. Козацьке",
city,cherkaska-obl-zvenigorodskij-r-n-s-lebedin,"Черкаська обл., Звенигородський р-н, с. Лебедин",
city,cherkaska-obl-zvenigorodskij-r-n-s-majdaneczke,"Черкаська обл., Звенигородський р-н, с. Майданецьке",
city,cherkaska-obl-zvenigorodskij-r-n-s-matusiv,"Черкаська обл., Звенигородський р-н, с. Матусів",
city,cherkaska-obl-zvenigorodskij-r-n-s-ozirna,"Черкаська обл., Звенигородський р-н, с. Озірна",
city,cherkaska-obl-zvenigorodskij-r-n-s-talyanki,"Черкаська обл., Звенигородський р-н, с. Тальянки",
city,cherkaska-obl-zvenigorodskij-r-n-s-shevchenkove,"Черкаська обл., Звенигородський р-н, с. Шевченкове",
city,cherkaska-obl-zvenigorodskij-r-n-s-shubini-stavi,"Черкаська обл., Звенигородський р-н, с. Шубині Стави",
city,cherkaska-obl-zvenigorodskij-r-n-smt-vilshana,"Черкаська обл., Звенигородський р-н, смт. Вільшана",
city,cherkaska-obl-zvenigorodskij-r-n-smt-єrki,"Черкаська обл., Звенигородський р-н, смт. Єрки",
city,cherkaska-obl-zvenigorodskij-r-n-smt-katerinopil,"Черкаська обл., Звенигородський р-н, смт. Катеринопіль",
city,cherkaska-obl-zvenigorodskij-r-n-smt-lisyanka,"Черкаська обл., Звенигородський р-н, смт. Лисянка",
city,cherkaska-obl-zolotoniskij-r-n-s-shhe-drabove-baryatinske,"Черкаська обл., Золотоніський р-н, с-ще Драбове-Барятинське",
city,cherkaska-obl-zolotoniskij-r-n-s-shhe-privitne,"Черкаська обл., Золотоніський р-н, с-ще Привітне",
city,cherkaska-obl-zolotoniskij-r-n-s-velika-burimka,"Черкаська обл., Золотоніський р-н, с. Велика Бурімка",
city,cherkaska-obl-zolotoniskij-r-n-s-veliki-kanivczi,"Черкаська обл., Золотоніський р-н, с. Великі Канівці",
city,cherkaska-obl-zolotoniskij-r-n-s-veremiyivka,"Черкаська обл., Золотоніський р-н, с. Вереміївка",
city,cherkaska-obl-zolotoniskij-r-n-s-veselij-hutir,"Черкаська обл., Золотоніський р-н, с. Веселий Хутір",
city,cherkaska-obl-zolotoniskij-r-n-s-vilhi,"Черкаська обл., Золотоніський р-н, с. Вільхи",
city,cherkaska-obl-zolotoniskij-r-n-s-voznesenske,"Черкаська обл., Золотоніський р-н, с. Вознесенське",
city,cherkaska-obl-zolotoniskij-r-n-s-gelmyaziv,"Черкаська обл., Золотоніський р-н, с. Гельмязів",
city,cherkaska-obl-zolotoniskij-r-n-s-irkliyiv,"Черкаська обл., Золотоніський р-н, с. Іркліїв",
city,cherkaska-obl-zolotoniskij-r-n-s-krivonosivka,"Черкаська обл., Золотоніський р-н, с. Кривоносівка",
city,cherkaska-obl-zolotoniskij-r-n-s-nova-dmitrivka,"Черкаська обл., Золотоніський р-н, с. Нова Дмитрівка",
city,cherkaska-obl-zolotoniskij-r-n-s-privitne,"Черкаська обл., Золотоніський р-н, с. Привітне",
city,cherkaska-obl-zolotoniskij-r-n-s-svichkivka,"Черкаська обл., Золотоніський р-н, с. Свічківка",
